,Unnamed: 0,PMID,TITLE,FILEPATH,PAPER_TYPE,STUDY_TYPE,trauma_counts,rejected,rejection_log,SORTED_FILEPATH
1745,1745,25429209,Multiorgan failure in the serious trauma patient.,PDF\25429209\cia-9-1981.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\cia-9-1981.pdf
1746,1746,25431709,Evaluation of complement regulatory components in patients with atypical hemolytic uremic syndrome.,PDF\25431709\CRIN2014-784943.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\CRIN2014-784943.pdf
1747,1747,25432865,Levosimendan attenuates multiple organ injury and improves survival in peritonitis-induced septic shock: studies in a rat model.,PDF\25432865\13054_2014_Article_652.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\13054_2014_Article_652.pdf
1748,1748,25435303,Natural killer T cells play a necessary role in modulating of immune-mediated liver injury by gut microbiota.,PDF\25435303\srep07259.pdf,Journal Article,both,1.0,True,['trauma_count'],Both\Journal Article\srep07259.pdf
1749,1749,25437685,Abdominal wall hernia and aortic injury secondary to blunt trauma: Case report and review of the literature.,PDF\25437685\main.pdf,Journal Article,human,29.0,False,,Human Studies\Journal Article\main.pdf
1750,1750,25446474,Current concepts in penetrating and blast injury to the central nervous system.,PDF\25446474\268_2014_Article_2874.pdf,Journal Article,human,27.0,False,,Human Studies\Journal Article\268_2014_Article_2874.pdf
1751,1751,25451888,Comprehensive phenotyping of regulatory T cells after liver transplantation.,PDF\25451888\LT-21-381.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\LT-21-381.pdf
1752,1752,25460469,Laparoscopic repair of a rare acquired abdominal intercostal hernia.,PDF\25460469\main.pdf,Journal Article,human,10.0,False,,Human Studies\Journal Article\main.pdf
1753,1753,25462056,Post-splenectomy splenosis presenting as hepatocellular carcinoma in the left lateral section of the liver: A case report.,PDF\25462056\main.pdf,Journal Article,human,6.0,False,,Human Studies\Journal Article\main.pdf
1754,1754,25473079,MRI of neonatal necrotizing enterocolitis in a rodent model.,PDF\25473079\gnl-09-727.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\gnl-09-727.pdf
1755,1755,25473467,Management of traumatic pneumothorax with massive air leakage: role of a bronchial blocker: a case report.,PDF\25473467\kjae-67-354.pdf,Journal Article,human,7.0,False,,Human Studies\Journal Article\kjae-67-354.pdf
1756,1756,25473468,Hemorrhagic shock occurring due to a concealed hematoma after insertion of a subclavian venous catheter in a patient undergoing anticoagulation therapy: a case report.,PDF\25473468\kjae-67-358.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\kjae-67-358.pdf
1757,1757,25474434,Environmental carbon monoxide level is associated with the level of high-sensitivity C-reactive protein in peritoneal dialysis patients.,PDF\25474434\medi-93-e181.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\medi-93-e181.pdf
1758,1758,25477017,Early laparoscopic approach to pancreatic injury following blunt abdominal trauma.,PDF\25477017\rju129.pdf,Case Reports,human,21.0,False,,Human Studies\Case Reports\rju129.pdf
1759,1759,25478505,Periprocedural hemoglobin changes and myocardial injury in patients undergoing percutaneous coronary intervention.,PDF\25478505\cardiovascmed-02-109.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\cardiovascmed-02-109.pdf
1760,1760,25479410,"Mesenchymal stem cells promote liver regeneration and prolong survival in small-for-size liver grafts: involvement of C-Jun N-terminal kinase, cyclin D1, and NF-κB.",PDF\25478505\cardiovascmed-02-109.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\cardiovascmed-02-109.pdf
1761,1761,25489131,Imaging in pediatric small bowel transplantation.,,Journal Article,,,True,['trauma_count'],
1762,1762,25489274,"Administration of fibrinogen concentrate for refractory bleeding in massively transfused, non-trauma patients with coagulopathy: a retrospective study with comparator group.",PDF\25489274\12871_2014_Article_321.pdf,Journal Article,human,17.0,False,,Human Studies\Journal Article\12871_2014_Article_321.pdf
1763,1763,25489846,Additive effect of anemia and renal impairment on long-term outcome after percutaneous coronary intervention.,PDF\25489846\pone.0114846.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\pone.0114846.pdf
1764,1764,25491936,Consequences of hemolytic uremic syndrome among hemodialysis patients.,PDF\25491936\40620_2014_Article_149.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\40620_2014_Article_149.pdf
1765,1765,25492029,Natural history of conjugated bilirubin trajectory in neonates following parenteral nutrition cessation.,PDF\25492029\12887_2014_Article_298.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\12887_2014_Article_298.pdf
1766,1766,25493120,Shock index and prediction of traumatic hemorrhagic shock 28-day mortality: data from the DCLHb resuscitation clinical trials.,PDF\25493120\wjem-15-795.pdf,Journal Article,human,26.0,False,,Human Studies\Journal Article\wjem-15-795.pdf
1767,1767,25497775,"Adenosine, lidocaine and Mg2+ improves cardiac and pulmonary function, induces reversible hypotension and exerts anti-inflammatory effects in an endotoxemic porcine model.",PDF\25497775\13054_2014_Article_682.pdf,Journal Article,both,5.0,False,,Both\Journal Article\13054_2014_Article_682.pdf
1768,1768,25500704,Minimal change nephrotic syndrome associated with non-Hodgkin lymphoid disorders: a retrospective study of 18 cases.,PDF\25500704\medi-93-350.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\medi-93-350.pdf
1769,1769,25500705,Pulmonary tumor thrombotic microangiopathy: report of 3 cases and review of the literature.,PDF\25500705\medi-93-359.pdf,Case Reports,human,0.0,True,['trauma_count'],Human Studies\Case Reports\medi-93-359.pdf
1770,1770,25500709,Posttraumatic mucormycosis: a nationwide study in France and review of the literature.,PDF\25500709\medi-93-395.pdf,Journal Article,both,22.0,False,,Both\Journal Article\medi-93-395.pdf
1771,1771,25501091,NT-proBNP: is it a more significant risk factor for mortality than troponin T in incident hemodialysis patients?,PDF\25501091\medi-93-e241.pdf,Comparative Study,both,0.0,True,['trauma_count'],Both\Comparative Study\medi-93-e241.pdf
1772,1772,25501651,Association between the number of injuries sustained and 12-month disability outcomes: evidence from the injury-VIBES study.,PDF\25501651\pone.0113467.pdf,Journal Article,human,45.0,False,,Human Studies\Journal Article\pone.0113467.pdf
1773,1773,25502236,Cautious application of pleural N-terminal pro-B-type natriuretic peptide in diagnosis of congestive heart failure pleural effusions among critically ill patients.,PDF\25502236\pone.0115301.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\pone.0115301.pdf
1774,1774,25505675,The association of glycogen synthase kinase-3beta (GSK-3β) gene polymorphism with kidney function in long-term lithium-treated bipolar patients.,PDF\25505675\40345_2013_Article_8.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\40345_2013_Article_8.pdf
1775,1775,25506028,Transvaginal appendectomy in morbidly obese patient.,PDF\25506028\CRIS2014-368640.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\CRIS2014-368640.pdf
1776,1776,25506931,A new apparatus for standardized rat kidney biopsy.,PDF\25506931\pone.0115368.pdf,Journal Article,both,2.0,True,['trauma_count'],Both\Journal Article\pone.0115368.pdf
1777,1777,25510768,Epidemiology of trauma patients and analysis of 268 mortality cases: trends of a single center in Korea.,PDF\25510768\ymj-56-220.pdf,Journal Article,human,125.0,False,,Human Studies\Journal Article\ymj-56-220.pdf
1778,1778,25510860,Pleurotus ostreatus opposes mitochondrial dysfunction and oxidative stress in acetaminophen-induced hepato-renal injury.,PDF\25510860\12906_2014_Article_2051.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\12906_2014_Article_2051.pdf
1779,1779,25514176,Relationship between immune parameters and organ involvement in children with Henoch-Schonlein purpura.,PDF\25514176\pone.0115261.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\pone.0115261.pdf
1780,1780,25514610,Frequency of COL4A3/COL4A4 mutations amongst families segregating glomerular microscopic hematuria and evidence for activation of the unfolded protein response. Focal and segmental glomerulosclerosis is a frequent development during ageing.,PDF\25514610\pone.0115015.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\pone.0115015.pdf
1781,1781,25517907,"p-Cresol affects reactive oxygen species generation, cell cycle arrest, cytotoxicity and inflammation/atherosclerosis-related modulators production in endothelial cells and mononuclear cells.",PDF\25517907\pone.0114446.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\pone.0114446.pdf
1782,1782,25518015,General anesthesia type does not influence serum levels of neutrophil gelatinase-associated lipocalin during the perioperative period in video laparoscopic bariatric surgery.,PDF\25518015\cln-69-10-655.pdf,Journal Article,both,1.0,True,['trauma_count'],Both\Journal Article\cln-69-10-655.pdf
1783,1783,25520827,Clinical experience with an active intravascular rewarming technique for near-severe hypothermia associated with traumatic injury.,PDF\25520827\40560_2013_Article_22.pdf,Journal Article,human,22.0,False,,Human Studies\Journal Article\40560_2013_Article_22.pdf
1784,1784,25520842,Post-marketing surveillance data of thrombomodulin alfa: sub-analysis in patients with sepsis-induced disseminated intravascular coagulation.,PDF\25520842\40560_2013_Article_38.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\40560_2013_Article_38.pdf
1785,1785,25522092,"Notes from the field: fatal rat-bite fever in a child - San Diego County, California, 2013.",PDF\25522092\1210-1211.pdf,Case Reports,both,0.0,True,['trauma_count'],Both\Case Reports\1210-1211.pdf
1786,1786,25525805,Impact of glutathione S-transferase M1 and T1 on anti-tuberculosis drug-induced hepatotoxicity in Chinese pediatric patients.,PDF\25525805\pone.0115410.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\pone.0115410.pdf
1787,1787,25526374,Comparison of Noninvasive pH and Blood Lactate as Predictors of Mortality in a Swine Hemorrhagic Shock with Restricted Volume Resuscitation Model.,PDF\25526374\shk-44-090.pdf,Comparative Study,both,31.0,False,,Both\Comparative Study\shk-44-090.pdf
1788,1788,25528957,Astaxanthin activates nuclear factor erythroid-related factor 2 and the antioxidant responsive element (Nrf2-ARE) pathway in the brain after subarachnoid hemorrhage in rats and attenuates early brain injury.,PDF\25528957\marinedrugs-12-06125.pdf,Journal Article,both,1.0,True,['trauma_count'],Both\Journal Article\marinedrugs-12-06125.pdf
1789,1789,25530868,Severe tracheal stenosis with tracheopathia osteoplastica-like changes due to traumatic blunt injury.,PDF\25530868\rcr20002-0154.pdf,Journal Article,human,1.0,True,['trauma_count'],Human Studies\Journal Article\rcr20002-0154.pdf
1790,1790,25530978,Synovial Fluid Lubricant Properties are Transiently Deficient after Arthroscopic Articular Cartilage Defect Repair with Platelet-Enriched Fibrin Alone and with Mesenchymal Stem Cells.,PDF\25530978\10.1177_2325967114542580.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\10.1177_2325967114542580.pdf
1791,1791,25531650,"Olmesartan decreased levels of IL-1β and TNF-α, down-regulated MMP-2, MMP-9, COX-2, RANK/RANKL and up-regulated SOCs-1 in an intestinal mucositis model.",PDF\25531650\pone.0114923.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\pone.0114923.pdf
1792,1792,25535415,Adverse events related to blood transfusion.,,Journal Article,,,True,['trauma_count'],
1793,1793,25535423,Disseminated intravascular coagulation.,,Journal Article,,,True,['trauma_count'],
1794,1794,25536308,Active Negative Pressure Peritoneal Therapy After Abbreviated Laparotomy: The Intraperitoneal Vacuum Randomized Controlled Trial.,PDF\25536308\ansu-262-38.pdf,Journal Article,both,22.0,False,,Both\Journal Article\ansu-262-38.pdf
1795,1795,25538331,Protective effect of L-arginine on gentamicin-induced nephrotoxicity in rats.,,Journal Article,,,True,['trauma_count'],
1796,1796,25538418,Use of a novel hemoadsorption device for cytokine removal as adjuvant therapy in a patient with septic shock with multi-organ dysfunction: A case study.,,Case Reports,,,True,['trauma_count'],
1797,1797,25538517,Critical care issues in solid organ injury: Review and experience in a tertiary trauma center.,,Journal Article,,,True,['trauma_count'],
1798,1798,25538925,"Emergence of travel: Associated dengue fever in a non-endemic, hilly state.",,Journal Article,,,True,['trauma_count'],
1799,1799,25538966,Clinical application of partial splenic embolization.,PDF\25538966\TSWJ2014-961345.pdf,Journal Article,both,9.0,False,,Both\Journal Article\TSWJ2014-961345.pdf
1800,1800,25539910,Thromboelastometry and organ failure in trauma patients: a prospective cohort study.,PDF\25539910\13054_2014_Article_687.pdf,Journal Article,both,97.0,False,,Both\Journal Article\13054_2014_Article_687.pdf
1801,1801,25541713,Glycyrrhizin suppresses the expressions of HMGB1 and relieves the severity of traumatic pancreatitis in rats.,PDF\25541713\pone.0115982.pdf,Journal Article,both,27.0,False,,Both\Journal Article\pone.0115982.pdf
1802,1802,25541714,Protective effects of ulinastatin on intestinal injury during the perioperative period of acute superior mesenteric artery ischemia.,PDF\25541714\pone.0115242.pdf,Journal Article,both,2.0,True,['trauma_count'],Both\Journal Article\pone.0115242.pdf
1803,1803,25546667,D-dimer as an early marker of severity in patients with acute superior mesenteric venous thrombosis.,PDF\25546667\medi-93-e270.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\medi-93-e270.pdf
1804,1804,25548911,Exercises in hot and humid environment caused liver injury in a rat model.,PDF\25548911\pone.0111741.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\pone.0111741.pdf
1805,1805,25551073,Systemic inflammation response syndrome score predicts the mortality in multiple trauma patients.,PDF\25551073\kjtcvs-47-523.pdf,Journal Article,human,75.0,False,,Human Studies\Journal Article\kjtcvs-47-523.pdf
1806,1806,25551574,The proteomic and genomic teratogenicity elicited by valproic acid is preventable with resveratrol and α-tocopherol.,PDF\25551574\pone.0116534.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\pone.0116534.pdf
1807,1807,25558198,Effect of low dose tranexamic acid on intra-operative blood loss in neurosurgical patients.,,Journal Article,,,True,['trauma_count'],
1808,1808,25562599,Crucial role of IL1beta and C3a in the in vitro-response of multipotent mesenchymal stromal cells to inflammatory mediators of polytrauma.,PDF\25562599\pone.0116772.pdf,Journal Article,both,16.0,False,,Both\Journal Article\pone.0116772.pdf
1809,1809,25565313,p47(phox) contributes to albuminuria and kidney fibrosis in mice.,PDF\25562599\pone.0116772.pdf,Journal Article,both,16.0,False,,Both\Journal Article\pone.0116772.pdf
1810,1810,25568524,Estimated Glomerular Filtration Rate (eGFR) Values as Predictor of Renal Insufficiency in Advanced Stages of Liver Diseases with Different Etiology.,PDF\25568524\MA-68-159.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\MA-68-159.pdf
1811,1811,25569659,Environmental NO2 level is associated with 2-year mortality in patients undergoing peritoneal dialysis.,PDF\25569659\medi-94-e368.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\medi-94-e368.pdf
1812,1812,25571852,Effect of Melilotus suaveolens extract on pulmonary microvascular permeability by downregulating vascular endothelial growth factor expression in rats with sepsis.,PDF\25571852\mmr-11-05-3308.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\mmr-11-05-3308.pdf
1813,1813,25571924,Functional capacity of reconstituted blood in 1:1:1 versus 3:1:1 ratios: a thrombelastometry study.,PDF\25571924\13049_2014_Article_80.pdf,Journal Article,both,43.0,False,,Both\Journal Article\13049_2014_Article_80.pdf
1814,1814,25572180,Rs1800625 in the receptor for advanced glycation end products gene predisposes to sepsis and multiple organ dysfunction syndrome in patients with major trauma.,PDF\25572180\13054_2014_Article_727.pdf,Journal Article,both,36.0,False,,Both\Journal Article\13054_2014_Article_727.pdf
1815,1815,25574192,Endoplasmic reticulum stress response in spontaneously hypertensive rats is affected by myocardial ischemia reperfusion injury.,PDF\25574192\etm-09-02-0319.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\etm-09-02-0319.pdf
1816,1816,25574464,Role of berberine in ameliorating Schistosoma mansoni-induced hepatic injury in mice.,PDF\25574464\jcp-19-288.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\jcp-19-288.pdf
1817,1817,25576959,Small bowell perforation and mesentery injury after an unusual blunt abdominal trauma-Case report.,PDF\25576959\main.pdf,Journal Article,human,17.0,False,,Human Studies\Journal Article\main.pdf
1818,1818,25579133,Activated STAT5 confers resistance to intestinal injury by increasing intestinal stem cell proliferation and regeneration.,PDF\25579133\main.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\main.pdf
1819,1819,25580084,Tissue ischemia microdialysis assessments following severe traumatic haemorrhagic shock: lactate/pyruvate ratio as a new resuscitation end point?,PDF\25580084\12871_2014_Article_327.pdf,Journal Article,human,34.0,False,,Human Studies\Journal Article\12871_2014_Article_327.pdf
1820,1820,25583409,The systemic influence of platelet-derived growth factors on bone marrow mesenchymal stem cells in fracture patients.,PDF\25583409\12916_2014_Article_202.pdf,Journal Article,both,43.0,False,,Both\Journal Article\12916_2014_Article_202.pdf
1821,1821,25586363,Canine pancreatic-specific lipase concentrations in dogs with heart failure and chronic mitral valvular insufficiency.,PDF\25586363\JVIM-29-180.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\JVIM-29-180.pdf
1822,1822,25587490,Primary injuries and secondary organ failures in trauma patients with acute kidney injury treated with continuous renal replacement therapy.,PDF\25587490\SCIENTIFICA2014-235215.pdf,Journal Article,human,64.0,False,,Human Studies\Journal Article\SCIENTIFICA2014-235215.pdf
1823,1823,25588587,Intravenous iron isomaltoside 1000 administered by high single-dose infusions or standard medical care for the treatment of fatigue in women after postpartum haemorrhage: study protocol for a randomised controlled trial.,PDF\25588587\13063_2014_Article_2392.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\13063_2014_Article_2392.pdf
1824,1824,25591785,Intestinal fatty acid binding protein as a marker for intra-abdominal pressure-related complications in patients admitted to the intensive care unit; study protocol for a prospective cohort study (I-Fabulous study).,PDF\25591785\13049_2015_Article_88.pdf,Journal Article,both,14.0,False,,Both\Journal Article\13049_2015_Article_88.pdf
1825,1825,25593960,Current concepts in the management of necrotizing fasciitis.,PDF\25593960\fsurg-01-00036.pdf,Journal Article,both,9.0,False,,Both\Journal Article\fsurg-01-00036.pdf
1826,1826,25594415,Role of protein farnesylation in burn-induced metabolic derangements and insulin resistance in mouse skeletal muscle.,PDF\25594415\pone.0116633.pdf,Journal Article,both,11.0,False,,Both\Journal Article\pone.0116633.pdf
1827,1827,25598603,"Comparison of surgical, functional, and oncological outcomes of open and robot-assisted partial nephrectomy.",,Journal Article,,,True,['trauma_count'],
1828,1828,25598838,Retrospective study of the effectiveness of Intra-Aortic Balloon Occlusion (IABO) for traumatic haemorrhagic shock.,PDF\25598838\13017_2014_Article_398.pdf,Journal Article,both,30.0,False,,Both\Journal Article\13017_2014_Article_398.pdf
1829,1829,25598854,Monitoring complete blood counts and haemoglobin levels in osteoarthritis patients: results from a European survey investigating primary care physician behaviours and understanding.,PDF\25598854\TORJ-8-110.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\TORJ-8-110.pdf
1830,1830,25598947,Duodenal Transection without Pancreatic Injury following Blunt Abdominal Trauma.,,Case Reports,,,True,['trauma_count'],
1831,1831,25602756,Cell necrosis-independent sustained mitochondrial and nuclear DNA release following trauma surgery.,PDF\25602756\ta-78-282.pdf,Journal Article,both,59.0,False,,Both\Journal Article\ta-78-282.pdf
1832,1832,25608138,Coagulation abnormalities in sepsis.,PDF\25608138\shk-43-443.pdf,Journal Article,human,13.0,False,,Human Studies\Journal Article\shk-43-443.pdf
1833,1833,25609181,Shiga toxin 2-induced endoplasmic reticulum stress is minimized by activated protein C but does not correlate with lethal kidney injury.,PDF\25609181\toxins-07-00170.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\toxins-07-00170.pdf
1834,1834,25617501,Epiplakin attenuates experimental mouse liver injury by chaperoning keratin reorganization.,PDF\25617501\mmc1.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\mmc1.pdf
1835,1835,25620994,The immune response after fracture trauma is different in old compared to young patients.,PDF\25620994\12979_2014_Article_20.pdf,Journal Article,both,74.0,False,,Both\Journal Article\12979_2014_Article_20.pdf
1836,1836,25621281,Long polar fimbriae participates in the induction of neutrophils transepithelial migration across intestinal cells infected with enterohemorrhagic E. coli O157:H7.,PDF\25621281\fcimb-04-00185.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\fcimb-04-00185.pdf
1837,1837,25621308,Beta Blockade Protection of Bone Marrow Following Injury: A Critical Link between Heart Rate and Immunomodulation.,PDF\25621308\nihms653135.pdf,Journal Article,both,16.0,False,,Both\Journal Article\nihms653135.pdf
1838,1838,25623799,Alteration in circulating metabolites during and after heat stress in the conscious rat: potential biomarkers of exposure and organ-specific injury.,PDF\25623799\12899_2014_Article_14.pdf,Journal Article,both,1.0,True,['trauma_count'],Both\Journal Article\12899_2014_Article_14.pdf
1839,1839,25625061,Causality of injury and outcome in patients admitted in a major trauma center in North India.,,Journal Article,,,True,['trauma_count'],
1840,1840,25628494,An unusual side effect of Ibuprofen post dental therapy: increased erectile and libido activity.,PDF\25628494\JIOH-6-94.pdf,Case Reports,both,0.0,True,['trauma_count'],Both\Case Reports\JIOH-6-94.pdf
1841,1841,25628749,"The herbal compound ""diwu yanggan"" modulates liver regeneration by affecting the hepatic stem cell microenvironment in 2-acetylaminofluorene/partial hepatectomy rats.",PDF\25628749\ECAM2015-468303.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\ECAM2015-468303.pdf
1842,1842,25628914,A Differential Diagnosis of Haematuria following a Motor Vehicle Collision: Nutcracker Syndrome.,PDF\25628914\CRIS2015-749182.pdf,Journal Article,human,2.0,True,['trauma_count'],Human Studies\Journal Article\CRIS2015-749182.pdf
1843,1843,25629032,More becomes less: management strategy has definitely changed over the past decade of splenic injury--a nationwide population-based study.,PDF\25629032\BMRI2015-124969.pdf,Journal Article,human,42.0,False,,Human Studies\Journal Article\BMRI2015-124969.pdf
1844,1844,25629462,The fluid management of adults with severe malaria.,PDF\25629462\13054_2014_Article_642.pdf,Journal Article,human,1.0,True,['trauma_count'],Human Studies\Journal Article\13054_2014_Article_642.pdf
1845,1845,25629773,Combining serum cystatin C with total bilirubin improves short-term mortality prediction in patients with HBV-related acute-on-chronic liver failure.,PDF\25629773\pone.0116968.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\pone.0116968.pdf
1846,1846,25637329,Disseminated intravascular coagulation with congestive heart failure and left ventricular thrombus: a case report with literature review of 7 cases.,PDF\25637329\amjcaserep-16-53.pdf,Case Reports,human,0.0,True,['trauma_count'],Human Studies\Case Reports\amjcaserep-16-53.pdf
1847,1847,25645242,The epidemiology of do-not-resuscitate orders in patients with trauma: a community level one trauma center observational experience.,PDF\25645242\13049_2015_Article_94.pdf,Journal Article,human,73.0,False,,Human Studies\Journal Article\13049_2015_Article_94.pdf
1848,1848,25645333,The salutary effects of diphenyldifluoroketone EF24 in liver of a rat hemorrhagic shock model.,PDF\25645333\13049_2015_Article_98.pdf,Journal Article,both,16.0,False,,Both\Journal Article\13049_2015_Article_98.pdf
1849,1849,25645660,Evaluation of sulfobutylether-β-cyclodextrin (SBECD) accumulation and voriconazole pharmacokinetics in critically ill patients undergoing continuous renal replacement therapy.,PDF\25645660\13054_2015_Article_753.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\13054_2015_Article_753.pdf
1850,1850,25647400,DNA methylation in Cosmc promoter region and aberrantly glycosylated IgA1 associated with pediatric IgA nephropathy.,PDF\25647400\pone.0112305.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\pone.0112305.pdf
1851,1851,25647584,Incidence of acute kidney injury in the neonatal intensive care unit.,PDF\25647584\11739_2015_Article_1195.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\11739_2015_Article_1195.pdf
1852,1852,25648432,Does EMS perceived anatomic injury predict trauma center need?,PDF\25648432\11832_2015_Article_634.pdf,Journal Article,human,35.0,False,,Human Studies\Journal Article\11832_2015_Article_634.pdf
1853,1853,25648471,Inflammatory pseudotumor of spleen: a case report.,PDF\25648471\main.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\main.pdf
1854,1854,25649060,Laser induced injury caused hyperglycemia-like effect in Drosophila larva: a possible insect model for posttraumatic diabetes.,PDF\25649060\jvms-77-601.pdf,Journal Article,both,11.0,False,,Both\Journal Article\jvms-77-601.pdf
1855,1855,25652150,"Economic analysis of thrombo inCode, a clinical-genetic function for assessing the risk of venous thromboembolism.",PDF\25652150\40258_2015_Article_153.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\40258_2015_Article_153.pdf
1856,1856,25653488,Drug-induced hepatotoxicity of anti-tuberculosis drugs and their serum levels.,PDF\25653488\jkms-30-167.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\jkms-30-167.pdf
1857,1857,25653683,Necrotizing enterocolitis in newborns: update in pathophysiology and newly emerging therapeutic strategies.,PDF\25653683\kjped-57-505.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\kjped-57-505.pdf
1858,1858,25654399,The Zhongshan score: a novel and simple anatomic classification system to predict perioperative outcomes of nephron-sparing surgery.,PDF\25654399\medi-94-e506.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\medi-94-e506.pdf
1859,1859,25657755,Role of plasma ammonia level in detecting intra-abdominal hemorrhage following blunt abdominal trauma.,,Journal Article,,,True,['trauma_count'],
1860,1860,25657782,Possible beneficial effects of lithium chloride on cerulein-induced acute pancreatitis in mice.,,Journal Article,,,True,['trauma_count'],
1861,1861,25658420,IL-33/ST2 correlates with severity of haemorrhagic fever with renal syndrome and regulates the inflammatory response in Hantaan virus-infected endothelial cells.,PDF\25658420\pntd.0003514.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\pntd.0003514.pdf
1862,1862,25659563,Traumatic right diaphragmatic hernia in children: Diagnostic difficulties.,,Case Reports,,,True,['trauma_count'],
1863,1863,25664161,What do we take consideration in the patient who has an unpredicted severe portopulmonary hypertension in liver transplantation?: a case report.,PDF\25664161\kjae-68-83.pdf,Journal Article,human,0.0,True,['trauma_count'],Human Studies\Journal Article\kjae-68-83.pdf
1864,1864,25664261,Effect of aminoguanidine on cardiovascular responses and survival time during blood loss: A study in normotensive and deoxycorticosterone acetate-salt hypertensive rats.,,Journal Article,,,True,['trauma_count'],
1865,1865,25665045,Markers of coagulation activation and acute kidney injury in patients after hematopoietic cell transplantation.,PDF\25665045\nihms-658521.pdf,Clinical Study,both,0.0,True,['trauma_count'],Both\Clinical Study\nihms-658521.pdf
1866,1866,25665055,Angiogenesis induced by prenatal ischemia predisposes to periventricular hemorrhage during postnatal mechanical ventilation.,PDF\25665055\nihms642467.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\nihms642467.pdf
1867,1867,25666548,Sirtinol inhibits neutrophil elastase activity and attenuates lipopolysaccharide-mediated acute lung injury in mice.,PDF\25666548\srep08347.pdf,Journal Article,both,5.0,False,,Both\Journal Article\srep08347.pdf
1868,1868,25667667,Serum soluble CD40 is associated with liver injury in patients with chronic hepatitis B.,PDF\25667667\etm-09-03-0999.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\etm-09-03-0999.pdf
1869,1869,25668433,Trypanosoma cruzi infection is a potent risk factor for non-alcoholic steatohepatitis enhancing local and systemic inflammation associated with strong oxidative stress and metabolic disorders.,PDF\25668433\pntd.0003464.pdf,Journal Article,both,0.0,True,['trauma_count'],Both\Journal Article\pntd.0003464.pdf
