KEYWORD A,KEYWORD B,COUNT
hemorrhagic trauma,il-8,0
hemorrhagic trauma,il-10,1
hemorrhagic trauma,il-18,0
hemorrhagic trauma,imaging,0
hemorrhagic trauma,independent predictors,0
hemorrhagic trauma,injury severity score,1
hemorrhagic trauma,intestinal-fabp,0
hemorrhagic trauma,iss,0
hemorrhagic trauma,immunoglobulins,0
hemorrhagic trauma,iga,0
hemorrhagic trauma,igm,0
hemorrhagic trauma,igg,0
hemorrhagic trauma,ip-10,0
hemorrhagic trauma,jolly bodies,0
hemorrhagic trauma,kidney injury molecule-1,0
hemorrhagic trauma,(kim-1),0
hemorrhagic trauma,k18,0
hemorrhagic trauma,lect2,0
hemorrhagic trauma,leucocyte cell-derived chemotaxin-2,0
hemorrhagic trauma,lymphocytes,0
hemorrhagic trauma,laboratory parameters,0
hemorrhagic trauma,laboratory tests,0
hemorrhagic trauma,lactate,0
hemorrhagic trauma,lactate dehydrogenase,0
hemorrhagic trauma,(ldh),0
hemorrhagic trauma,l-fabp,0
hemorrhagic trauma,lipocalin,0
hemorrhagic trauma,liver enzyme tests,0
hemorrhagic trauma,liver-fabp,0
hemorrhagic trauma,lipase,0
hemorrhagic trauma,marker,0
hemorrhagic trauma,molecular biomarker,0
hemorrhagic trauma,molecular markers,0
hemorrhagic trauma,myoglobin,0
hemorrhagic trauma,myeloperoxidase,0
hemorrhagic trauma,malate dehydrogenase,0
hemorrhagic trauma,(mcsfr),0
hemorrhagic trauma,macrophage colony stimulating factor receptor,0
hemorrhagic trauma,(mdh),0
hemorrhagic trauma,microrna-122,0
hemorrhagic trauma,mir-122,0
hemorrhagic trauma,mirnas,0
hemorrhagic trauma,mir-216a,0
hemorrhagic trauma,mir-216b,0
hemorrhagic trauma,mir-217,0
hemorrhagic trauma,micrornas,0
hemorrhagic trauma,mean arterial bp,0
hemorrhagic trauma,(mods),0
hemorrhagic trauma,multiple organ dysfunction score,0
hemorrhagic trauma,neutrophil gelatinase-associated lipocalin,0
hemorrhagic trauma,neutrophils,0
hemorrhagic trauma,n-acetyl-β-d-glucosaminidase,0
hemorrhagic trauma,nuclear fragments in circulating erythrocytes,0
hemorrhagic trauma,ngal,0
hemorrhagic trauma,n-gal,0
hemorrhagic trauma,niss,0
hemorrhagic trauma,(no),0
hemorrhagic trauma,nitric oxide,1
hemorrhagic trauma,novel markers,0
hemorrhagic trauma,n-terminal pro-b-type natriuretic peptide,0
hemorrhagic trauma,(nt-probnp),0
hemorrhagic trauma,odd ratio,0
hemorrhagic trauma,opn,0
hemorrhagic trauma,osteopontin,0
hemorrhagic trauma,polymorphonuclear elastase,0
hemorrhagic trauma,pon1,0
hemorrhagic trauma,paraoxonase 1 normalized to prothrombin protein,0
hemorrhagic trauma,platelet count,0
hemorrhagic trauma,polymorpho-nuclear neutrophil elastase,0
hemorrhagic trauma,(pmn),0
hemorrhagic trauma,(pao2),0
hemorrhagic trauma,platelets,2
hemorrhagic trauma,potassium,0
hemorrhagic trauma,parameters,0
hemorrhagic trauma,paraxonase 1,0
hemorrhagic trauma,pon1,0
hemorrhagic trauma,purine nucleoside phosphorylase,0
hemorrhagic trauma,pnp,0
hemorrhagic trauma,pathogenic,0
hemorrhagic trauma,pathologic,0
hemorrhagic trauma,phosphate,0
hemorrhagic trauma,physiologic,0
hemorrhagic trauma,platelets and ph-value,0
hemorrhagic trauma,point of care,0
hemorrhagic trauma,procalcitonin,0
hemorrhagic trauma,(pct),0
hemorrhagic trauma,prothrombin time,0
hemorrhagic trauma,properdin,0
hemorrhagic trauma,protein c,1
hemorrhagic trauma,(paco2),0
hemorrhagic trauma,(paf),0
hemorrhagic trauma,platelet-activating factor,0
hemorrhagic trauma,plasminogen activator inhibitor,0
hemorrhagic trauma,(pai),0
hemorrhagic trauma,(pao2),0
hemorrhagic trauma,(paco2),0
hemorrhagic trauma,platelet-activating factor,0
hemorrhagic trauma,(paf),0
hemorrhagic trauma,(pai),0
hemorrhagic trauma,plasminogen activator inhibitor,0
hemorrhagic trauma,pao2,0
hemorrhagic trauma,revised trauma score,0
hemorrhagic trauma,risk factors,1
hemorrhagic trauma,(roc),0
hemorrhagic trauma,receiver operating characteristic curves,0
hemorrhagic trauma,respiration rate,0
hemorrhagic trauma,red cell count,0
hemorrhagic trauma,sdh,0
hemorrhagic trauma,sorbitol dehydrogenase,0
hemorrhagic trauma,sodium,0
hemorrhagic trauma,suppressor t-cells,0
hemorrhagic trauma,(scr),0
hemorrhagic trauma,screening methods,0
hemorrhagic trauma,sequential organ failure assessment,0
hemorrhagic trauma,sofa,0
hemorrhagic trauma,trauma scoring systems,0
hemorrhagic trauma,test,0
hemorrhagic trauma,testing,0
hemorrhagic trauma,(tff3),0
hemorrhagic trauma,trefoil factor 3,0
hemorrhagic trauma,triss,0
hemorrhagic trauma,troponin,0
hemorrhagic trauma,temperature,0
hemorrhagic trauma,trypsinogen-2,0
hemorrhagic trauma,trypsin-2-a1antitrypsin complex,0
hemorrhagic trauma,trypsin-2-aat,0
hemorrhagic trauma,total and segmented leukocytes,0
hemorrhagic trauma,total t lymphocytes,0
hemorrhagic trauma,(ttl),0
hemorrhagic trauma,tuftsin,0
hemorrhagic trauma,the post-traumatic plasma levels of soluble tumor necrosis factor receptors p55 and p75,0
hemorrhagic trauma,urea,0
hemorrhagic trauma,ultrasound,0
hemorrhagic trauma,white blood cell count,0
hemorrhagic trauma,(wbc),0
hemorrhagic trauma,valproic acid,0
hemorrhagic trauma,(vpa),0
hemorrhagic trauma,vascular endothelial growth factor,0
hemorrhagic trauma,(vegf),0
hemorrhagic trauma,venous thromboembolism,0
hemorrhagic trauma,(vte),0
hemorrhagic,α-fetoprotein,11
hemorrhagic,4-hydroxy-phenylpyruvate dioxygenase (hpd),0
hemorrhagic,5’ nucleotidase,2
hemorrhagic,alpha-glutathiones-transferase,0
hemorrhagic,alpha fetoprotein,11
hemorrhagic,(afp),10
hemorrhagic,arginase-1,0
hemorrhagic,arginase 1,0
hemorrhagic,(arg1),0
hemorrhagic,argininosuccinate synthetase,0
hemorrhagic,(ass),3
hemorrhagic,abbreviated injury scale,7
hemorrhagic,albumin,174
hemorrhagic,amylase,31
hemorrhagic,alt: alanine aminotransferase,0
hemorrhagic,alp: alkaline phosphatase,0
hemorrhagic,ast: aspartate aminotransferase,1
hemorrhagic,apache ii,6
hemorrhagic,area under the receiver operating characteristic curve,19
hemorrhagic,arterial pressure,343
hemorrhagic,arterial partial pressure of carbon dioxide,0
hemorrhagic,arterial partial pressure of oxygen,1
hemorrhagic,aurocs,0
hemorrhagic,auc,65
hemorrhagic,active t lymphocytes,0
hemorrhagic,(atl),6
hemorrhagic,amylase,31
hemorrhagic,amyloid a,7
hemorrhagic,arterial ph,9
hemorrhagic,bilirubin,50
hemorrhagic,biochemical,276
hemorrhagic,biochemical marker,2
hemorrhagic,biochemical panel,0
hemorrhagic,biomarkers,430
hemorrhagic,biomarker panel,4
hemorrhagic,biochemical parameters,24
hemorrhagic,blood urine nitrogen,0
hemorrhagic,blood pressure,724
hemorrhagic,bun,21
hemorrhagic,bnp,6
hemorrhagic,b lymphocytes,58
hemorrhagic,(cd3),27
hemorrhagic,(cd4),112
hemorrhagic,(cd8),157
hemorrhagic,complete blood counts,10
hemorrhagic,c3 complement,0
hemorrhagic,complement factor b,1
hemorrhagic,computed tomogram,3
hemorrhagic,c5a,11
hemorrhagic,chip,14
hemorrhagic,ck-mb,5
hemorrhagic,clinical factors,28
hemorrhagic,clinical variable,1
hemorrhagic,creatinine,227
hemorrhagic,creatine kinase,37
hemorrhagic,c-reactive protein,78
hemorrhagic,crp,61
hemorrhagic,coagulation tests,123
hemorrhagic,complement,183
hemorrhagic,computed tomography,710
hemorrhagic,computed tomographic scanning,0
hemorrhagic,creatine kinase muscle and brain,0
hemorrhagic,ctni,3
hemorrhagic,ct scan,161
hemorrhagic,cystatin c,7
hemorrhagic,cystatin-c,7
hemorrhagic,cxcl10,17
hemorrhagic,cxcr3,8
hemorrhagic,cadherin-5,11
hemorrhagic,calcium,176
hemorrhagic,caspase cleaved cytokeratin 18,1
hemorrhagic,(cck18),0
hemorrhagic,cdh5,2
hemorrhagic,ceruloplasmin,3
hemorrhagic,clinical parameters,29
hemorrhagic,collagen iv,16
hemorrhagic,cytokeratin 18,2
hemorrhagic,d-dimer,55
hemorrhagic,diagnosis,4284
hemorrhagic,diagnostic,1919
hemorrhagic,diagnostic modelling,0
hemorrhagic,estimated glomerular filtration rate,24
hemorrhagic,estrogen sulfotransferase,0
hemorrhagic,egfr,18
hemorrhagic,(est-1),0
hemorrhagic,fabps,0
hemorrhagic,fabp,1
hemorrhagic,fatty acid binding protein,2
hemorrhagic,fatty acid binding protein 1,0
hemorrhagic,fdp,11
hemorrhagic,fibrin degradation products,7
hemorrhagic,fibrin/fibrinogen degradation products,2
hemorrhagic,fibrinogen,261
hemorrhagic,fibtem,6
hemorrhagic,full blood cell count,0
hemorrhagic,f- protein,3
hemorrhagic,fabp1,0
hemorrhagic,glucose,213
hemorrhagic,glutathione s-transferases (gst),0
hemorrhagic,gamma glutamyl transferase,4
hemorrhagic,glasgow coma scale,83
hemorrhagic,glutamate dehydrogenase,0
hemorrhagic,gldh,0
hemorrhagic,gstα,0
hemorrhagic,gsta,0
hemorrhagic,glutathione s-transferase alpha,1
hemorrhagic,hemoglobin,325
hemorrhagic,hematocrite,0
hemorrhagic,hs-crp,9
hemorrhagic,hscrp,2
hemorrhagic,hyaluronic acid,11
hemorrhagic,high mobility group box-1,39
hemorrhagic,hmgb1,55
hemorrhagic,howell–jolly bodies,0
hemorrhagic,human leucocyte antigen,1
hemorrhagic,heart rate,198
hemorrhagic,helper t cells,2
hemorrhagic,(hla)-dr,20
hemorrhagic,hppd,0
hemorrhagic,i-fabp,1
hemorrhagic,il-6,306
hemorrhagic,il-8,76
hemorrhagic,il-10,143
hemorrhagic,il-18,19
hemorrhagic,imaging,2128
hemorrhagic,independent predictors,98
hemorrhagic,injury severity score,93
hemorrhagic,intestinal-fabp,0
hemorrhagic,iss,41
hemorrhagic,immunoglobulins,70
hemorrhagic,iga,49
hemorrhagic,igm,252
hemorrhagic,igg,396
hemorrhagic,ip-10,23
hemorrhagic,jolly bodies,0
hemorrhagic,kidney injury molecule-1,1
hemorrhagic,(kim-1),1
hemorrhagic,k18,0
hemorrhagic,lect2,0
hemorrhagic,leucocyte cell-derived chemotaxin-2,0
hemorrhagic,lymphocytes,386
hemorrhagic,laboratory parameters,41
hemorrhagic,laboratory tests,83
hemorrhagic,lactate,329
hemorrhagic,lactate dehydrogenase,85
hemorrhagic,(ldh),39
hemorrhagic,l-fabp,0
hemorrhagic,lipocalin,7
hemorrhagic,liver enzyme tests,0
hemorrhagic,liver-fabp,0
hemorrhagic,lipase,29
hemorrhagic,marker,279
hemorrhagic,molecular biomarker,0
hemorrhagic,molecular markers,9
hemorrhagic,myoglobin,5
hemorrhagic,myeloperoxidase,120
hemorrhagic,malate dehydrogenase,1
hemorrhagic,(mcsfr),0
hemorrhagic,macrophage colony stimulating factor receptor,0
hemorrhagic,(mdh),2
hemorrhagic,microrna-122,0
hemorrhagic,mir-122,2
hemorrhagic,mirnas,27
hemorrhagic,mir-216a,1
hemorrhagic,mir-216b,0
hemorrhagic,mir-217,0
hemorrhagic,micrornas,38
hemorrhagic,mean arterial bp,0
hemorrhagic,(mods),24
hemorrhagic,multiple organ dysfunction score,1
hemorrhagic,neutrophil gelatinase-associated lipocalin,4
hemorrhagic,neutrophils,218
hemorrhagic,n-acetyl-β-d-glucosaminidase,1
hemorrhagic,nuclear fragments in circulating erythrocytes,0
hemorrhagic,ngal,5
hemorrhagic,n-gal,0
hemorrhagic,niss,0
hemorrhagic,(no),0
hemorrhagic,nitric oxide,222
hemorrhagic,novel markers,0
hemorrhagic,n-terminal pro-b-type natriuretic peptide,4
hemorrhagic,(nt-probnp),7
hemorrhagic,odd ratio,3
hemorrhagic,opn,3
hemorrhagic,osteopontin,4
hemorrhagic,polymorphonuclear elastase,0
hemorrhagic,pon1,3
hemorrhagic,paraoxonase 1 normalized to prothrombin protein,0
hemorrhagic,platelet count,283
hemorrhagic,polymorpho-nuclear neutrophil elastase,0
hemorrhagic,(pmn),30
hemorrhagic,(pao2),16
hemorrhagic,platelets,391
hemorrhagic,potassium,80
hemorrhagic,parameters,658
hemorrhagic,paraxonase 1,0
hemorrhagic,pon1,3
hemorrhagic,purine nucleoside phosphorylase,1
hemorrhagic,pnp,2
hemorrhagic,pathogenic,592
hemorrhagic,pathologic,271
hemorrhagic,phosphate,82
hemorrhagic,physiologic,168
hemorrhagic,platelets and ph-value,0
hemorrhagic,point of care,77
hemorrhagic,procalcitonin,11
hemorrhagic,(pct),15
hemorrhagic,prothrombin time,163
hemorrhagic,properdin,1
hemorrhagic,protein c,50
hemorrhagic,(paco2),6
hemorrhagic,(paf),3
hemorrhagic,platelet-activating factor,7
hemorrhagic,plasminogen activator inhibitor,33
hemorrhagic,(pai),29
hemorrhagic,(pao2),16
hemorrhagic,(paco2),6
hemorrhagic,platelet-activating factor,7
hemorrhagic,(paf),3
hemorrhagic,(pai),29
hemorrhagic,plasminogen activator inhibitor,33
hemorrhagic,pao2,16
hemorrhagic,revised trauma score,7
hemorrhagic,risk factors,1554
hemorrhagic,(roc),98
hemorrhagic,receiver operating characteristic curves,11
hemorrhagic,respiration rate,0
hemorrhagic,red cell count,1
hemorrhagic,sdh,11
hemorrhagic,sorbitol dehydrogenase,1
hemorrhagic,sodium,278
hemorrhagic,suppressor t-cells,0
hemorrhagic,(scr),9
hemorrhagic,screening methods,4
hemorrhagic,sequential organ failure assessment,5
hemorrhagic,sofa,10
hemorrhagic,trauma scoring systems,0
hemorrhagic,test,1092
hemorrhagic,testing,592
hemorrhagic,(tff3),0
hemorrhagic,trefoil factor 3,0
hemorrhagic,triss,3
hemorrhagic,troponin,37
hemorrhagic,temperature,339
hemorrhagic,trypsinogen-2,0
hemorrhagic,trypsin-2-a1antitrypsin complex,0
hemorrhagic,trypsin-2-aat,0
hemorrhagic,total and segmented leukocytes,0
hemorrhagic,total t lymphocytes,0
hemorrhagic,(ttl),1
hemorrhagic,tuftsin,0
hemorrhagic,the post-traumatic plasma levels of soluble tumor necrosis factor receptors p55 and p75,0
hemorrhagic,urea,98
hemorrhagic,ultrasound,276
hemorrhagic,white blood cell count,35
hemorrhagic,(wbc),39
hemorrhagic,valproic acid,22
hemorrhagic,(vpa),18
hemorrhagic,vascular endothelial growth factor,158
hemorrhagic,(vegf),129
hemorrhagic,venous thromboembolism,92
hemorrhagic,(vte),48
hemorrhagic shock,α-fetoprotein,0
hemorrhagic shock,4-hydroxy-phenylpyruvate dioxygenase (hpd),0
hemorrhagic shock,5’ nucleotidase,0
hemorrhagic shock,alpha-glutathiones-transferase,0
hemorrhagic shock,alpha fetoprotein,0
hemorrhagic shock,(afp),0
hemorrhagic shock,arginase-1,0
hemorrhagic shock,arginase 1,0
hemorrhagic shock,(arg1),0
hemorrhagic shock,argininosuccinate synthetase,0
hemorrhagic shock,(ass),1
hemorrhagic shock,abbreviated injury scale,7
hemorrhagic shock,albumin,63
hemorrhagic shock,amylase,0
hemorrhagic shock,alt: alanine aminotransferase,0
hemorrhagic shock,alp: alkaline phosphatase,0
hemorrhagic shock,ast: aspartate aminotransferase,0
hemorrhagic shock,apache ii,1
hemorrhagic shock,area under the receiver operating characteristic curve,2
hemorrhagic shock,arterial pressure,291
hemorrhagic shock,arterial partial pressure of carbon dioxide,0
hemorrhagic shock,arterial partial pressure of oxygen,0
hemorrhagic shock,aurocs,0
hemorrhagic shock,auc,7
hemorrhagic shock,active t lymphocytes,0
hemorrhagic shock,(atl),0
hemorrhagic shock,amylase,0
hemorrhagic shock,amyloid a,0
hemorrhagic shock,arterial ph,7
hemorrhagic shock,bilirubin,7
hemorrhagic shock,biochemical,56
hemorrhagic shock,biochemical marker,0
hemorrhagic shock,biochemical panel,0
hemorrhagic shock,biomarkers,71
hemorrhagic shock,biomarker panel,0
hemorrhagic shock,biochemical parameters,6
hemorrhagic shock,blood urine nitrogen,0
hemorrhagic shock,blood pressure,431
hemorrhagic shock,bun,5
hemorrhagic shock,bnp,0
hemorrhagic shock,b lymphocytes,0
hemorrhagic shock,(cd3),5
hemorrhagic shock,(cd4),16
hemorrhagic shock,(cd8),7
hemorrhagic shock,complete blood counts,0
hemorrhagic shock,c3 complement,0
hemorrhagic shock,complement factor b,1
hemorrhagic shock,computed tomogram,1
hemorrhagic shock,c5a,4
hemorrhagic shock,chip,1
hemorrhagic shock,ck-mb,0
hemorrhagic shock,clinical factors,1
hemorrhagic shock,clinical variable,0
hemorrhagic shock,creatinine,49
hemorrhagic shock,creatine kinase,10
hemorrhagic shock,c-reactive protein,4
hemorrhagic shock,crp,0
hemorrhagic shock,coagulation tests,16
hemorrhagic shock,complement,22
hemorrhagic shock,computed tomography,94
hemorrhagic shock,computed tomographic scanning,0
hemorrhagic shock,creatine kinase muscle and brain,0
hemorrhagic shock,ctni,0
hemorrhagic shock,ct scan,26
hemorrhagic shock,cystatin c,2
hemorrhagic shock,cystatin-c,2
hemorrhagic shock,cxcl10,2
hemorrhagic shock,cxcr3,1
hemorrhagic shock,cadherin-5,2
hemorrhagic shock,calcium,35
hemorrhagic shock,caspase cleaved cytokeratin 18,0
hemorrhagic shock,(cck18),0
hemorrhagic shock,cdh5,0
hemorrhagic shock,ceruloplasmin,0
hemorrhagic shock,clinical parameters,6
hemorrhagic shock,collagen iv,0
hemorrhagic shock,cytokeratin 18,0
hemorrhagic shock,d-dimer,3
hemorrhagic shock,diagnosis,298
hemorrhagic shock,diagnostic,132
hemorrhagic shock,diagnostic modelling,0
hemorrhagic shock,estimated glomerular filtration rate,0
hemorrhagic shock,estrogen sulfotransferase,0
hemorrhagic shock,egfr,0
hemorrhagic shock,(est-1),0
hemorrhagic shock,fabps,0
hemorrhagic shock,fabp,1
hemorrhagic shock,fatty acid binding protein,2
hemorrhagic shock,fatty acid binding protein 1,0
hemorrhagic shock,fdp,2
hemorrhagic shock,fibrin degradation products,0
hemorrhagic shock,fibrin/fibrinogen degradation products,0
hemorrhagic shock,fibrinogen,39
hemorrhagic shock,fibtem,5
hemorrhagic shock,full blood cell count,0
hemorrhagic shock,f- protein,0
hemorrhagic shock,fabp1,0
hemorrhagic shock,glucose,59
hemorrhagic shock,glutathione s-transferases (gst),0
hemorrhagic shock,gamma glutamyl transferase,1
hemorrhagic shock,glasgow coma scale,13
hemorrhagic shock,glutamate dehydrogenase,0
hemorrhagic shock,gldh,0
hemorrhagic shock,gstα,0
hemorrhagic shock,gsta,0
hemorrhagic shock,glutathione s-transferase alpha,1
hemorrhagic shock,hemoglobin,107
hemorrhagic shock,hematocrite,0
hemorrhagic shock,hs-crp,0
hemorrhagic shock,hscrp,0
hemorrhagic shock,hyaluronic acid,4
hemorrhagic shock,high mobility group box-1,31
hemorrhagic shock,hmgb1,41
hemorrhagic shock,howell–jolly bodies,0
hemorrhagic shock,human leucocyte antigen,0
hemorrhagic shock,heart rate,143
hemorrhagic shock,helper t cells,1
hemorrhagic shock,(hla)-dr,1
hemorrhagic shock,hppd,0
hemorrhagic shock,i-fabp,1
hemorrhagic shock,il-6,157
hemorrhagic shock,il-8,12
hemorrhagic shock,il-10,60
hemorrhagic shock,il-18,4
hemorrhagic shock,imaging,138
hemorrhagic shock,independent predictors,5
hemorrhagic shock,injury severity score,87
hemorrhagic shock,intestinal-fabp,0
hemorrhagic shock,iss,35
hemorrhagic shock,immunoglobulins,0
hemorrhagic shock,iga,1
hemorrhagic shock,igm,3
hemorrhagic shock,igg,6
hemorrhagic shock,ip-10,3
hemorrhagic shock,jolly bodies,0
hemorrhagic shock,kidney injury molecule-1,1
hemorrhagic shock,(kim-1),1
hemorrhagic shock,k18,0
hemorrhagic shock,lect2,0
hemorrhagic shock,leucocyte cell-derived chemotaxin-2,0
hemorrhagic shock,lymphocytes,30
hemorrhagic shock,laboratory parameters,4
hemorrhagic shock,laboratory tests,9
hemorrhagic shock,lactate,235
hemorrhagic shock,lactate dehydrogenase,14
hemorrhagic shock,(ldh),6
hemorrhagic shock,l-fabp,0
hemorrhagic shock,lipocalin,1
hemorrhagic shock,liver enzyme tests,0
hemorrhagic shock,liver-fabp,0
hemorrhagic shock,lipase,6
hemorrhagic shock,marker,53
hemorrhagic shock,molecular biomarker,0
hemorrhagic shock,molecular markers,1
hemorrhagic shock,myoglobin,3
hemorrhagic shock,myeloperoxidase,82
hemorrhagic shock,malate dehydrogenase,0
hemorrhagic shock,(mcsfr),0
hemorrhagic shock,macrophage colony stimulating factor receptor,0
hemorrhagic shock,(mdh),0
hemorrhagic shock,microrna-122,0
hemorrhagic shock,mir-122,1
hemorrhagic shock,mirnas,4
hemorrhagic shock,mir-216a,0
hemorrhagic shock,mir-216b,0
hemorrhagic shock,mir-217,0
hemorrhagic shock,micrornas,8
hemorrhagic shock,mean arterial bp,0
hemorrhagic shock,(mods),20
hemorrhagic shock,multiple organ dysfunction score,0
hemorrhagic shock,neutrophil gelatinase-associated lipocalin,1
hemorrhagic shock,neutrophils,94
hemorrhagic shock,n-acetyl-β-d-glucosaminidase,1
hemorrhagic shock,nuclear fragments in circulating erythrocytes,0
hemorrhagic shock,ngal,1
hemorrhagic shock,n-gal,0
hemorrhagic shock,niss,0
hemorrhagic shock,(no),0
hemorrhagic shock,nitric oxide,99
hemorrhagic shock,novel markers,0
hemorrhagic shock,n-terminal pro-b-type natriuretic peptide,0
hemorrhagic shock,(nt-probnp),0
hemorrhagic shock,odd ratio,0
hemorrhagic shock,opn,0
hemorrhagic shock,osteopontin,1
hemorrhagic shock,polymorphonuclear elastase,0
hemorrhagic shock,pon1,0
hemorrhagic shock,paraoxonase 1 normalized to prothrombin protein,0
hemorrhagic shock,platelet count,16
hemorrhagic shock,polymorpho-nuclear neutrophil elastase,0
hemorrhagic shock,(pmn),26
hemorrhagic shock,(pao2),10
hemorrhagic shock,platelets,54
hemorrhagic shock,potassium,34
hemorrhagic shock,parameters,171
hemorrhagic shock,paraxonase 1,0
hemorrhagic shock,pon1,0
hemorrhagic shock,purine nucleoside phosphorylase,0
hemorrhagic shock,pnp,0
hemorrhagic shock,pathogenic,5
hemorrhagic shock,pathologic,18
hemorrhagic shock,phosphate,20
hemorrhagic shock,physiologic,62
hemorrhagic shock,platelets and ph-value,0
hemorrhagic shock,point of care,9
hemorrhagic shock,procalcitonin,3
hemorrhagic shock,(pct),1
hemorrhagic shock,prothrombin time,25
hemorrhagic shock,properdin,0
hemorrhagic shock,protein c,6
hemorrhagic shock,(paco2),4
hemorrhagic shock,(paf),1
hemorrhagic shock,platelet-activating factor,2
hemorrhagic shock,plasminogen activator inhibitor,3
hemorrhagic shock,(pai),1
hemorrhagic shock,(pao2),10
hemorrhagic shock,(paco2),4
hemorrhagic shock,platelet-activating factor,2
hemorrhagic shock,(paf),1
hemorrhagic shock,(pai),1
hemorrhagic shock,plasminogen activator inhibitor,3
hemorrhagic shock,pao2,10
hemorrhagic shock,revised trauma score,7
hemorrhagic shock,risk factors,58
hemorrhagic shock,(roc),13
hemorrhagic shock,receiver operating characteristic curves,1
hemorrhagic shock,respiration rate,0
hemorrhagic shock,red cell count,0
hemorrhagic shock,sdh,1
hemorrhagic shock,sorbitol dehydrogenase,0
hemorrhagic shock,sodium,111
hemorrhagic shock,suppressor t-cells,0
hemorrhagic shock,(scr),1
hemorrhagic shock,screening methods,0
hemorrhagic shock,sequential organ failure assessment,3
hemorrhagic shock,sofa,4
hemorrhagic shock,trauma scoring systems,0
hemorrhagic shock,test,103
hemorrhagic shock,testing,18
hemorrhagic shock,(tff3),0
hemorrhagic shock,trefoil factor 3,0
hemorrhagic shock,triss,3
hemorrhagic shock,troponin,9
hemorrhagic shock,temperature,51
hemorrhagic shock,trypsinogen-2,0
hemorrhagic shock,trypsin-2-a1antitrypsin complex,0
hemorrhagic shock,trypsin-2-aat,0
hemorrhagic shock,total and segmented leukocytes,0
hemorrhagic shock,total t lymphocytes,0
hemorrhagic shock,(ttl),0
hemorrhagic shock,tuftsin,0
hemorrhagic shock,the post-traumatic plasma levels of soluble tumor necrosis factor receptors p55 and p75,0
hemorrhagic shock,urea,27
hemorrhagic shock,ultrasound,40
hemorrhagic shock,white blood cell count,1
hemorrhagic shock,(wbc),5
hemorrhagic shock,valproic acid,15
hemorrhagic shock,(vpa),13
hemorrhagic shock,vascular endothelial growth factor,8
hemorrhagic shock,(vegf),7
hemorrhagic shock,venous thromboembolism,3
hemorrhagic shock,(vte),1
hepatic injury,α-fetoprotein,7
hepatic injury,4-hydroxy-phenylpyruvate dioxygenase (hpd),0
hepatic injury,5’ nucleotidase,0
hepatic injury,alpha-glutathiones-transferase,0
hepatic injury,alpha fetoprotein,7
hepatic injury,(afp),5
hepatic injury,arginase-1,0
hepatic injury,arginase 1,0
hepatic injury,(arg1),0
hepatic injury,argininosuccinate synthetase,0
hepatic injury,(ass),1
hepatic injury,abbreviated injury scale,2
hepatic injury,albumin,66
hepatic injury,amylase,4
hepatic injury,alt: alanine aminotransferase,7
hepatic injury,alp: alkaline phosphatase,1
hepatic injury,ast: aspartate aminotransferase,8
hepatic injury,apache ii,1
hepatic injury,area under the receiver operating characteristic curve,3
hepatic injury,arterial pressure,8
hepatic injury,arterial partial pressure of carbon dioxide,0
hepatic injury,arterial partial pressure of oxygen,0
hepatic injury,aurocs,0
hepatic injury,auc,8
hepatic injury,active t lymphocytes,0
hepatic injury,(atl),0
hepatic injury,amylase,4
hepatic injury,amyloid a,1
hepatic injury,arterial ph,0
hepatic injury,bilirubin,122
hepatic injury,biochemical,157
hepatic injury,biochemical marker,0
hepatic injury,biochemical panel,0
hepatic injury,biomarkers,146
hepatic injury,biomarker panel,0
hepatic injury,biochemical parameters,25
hepatic injury,blood urine nitrogen,0
hepatic injury,blood pressure,30
hepatic injury,bun,7
hepatic injury,bnp,1
hepatic injury,b lymphocytes,5
hepatic injury,(cd3),3
hepatic injury,(cd4),37
hepatic injury,(cd8),18
hepatic injury,complete blood counts,0
hepatic injury,c3 complement,0
hepatic injury,complement factor b,0
hepatic injury,computed tomogram,0
hepatic injury,c5a,1
hepatic injury,chip,0
hepatic injury,ck-mb,0
hepatic injury,clinical factors,1
hepatic injury,clinical variable,0
hepatic injury,creatinine,31
hepatic injury,creatine kinase,4
hepatic injury,c-reactive protein,9
hepatic injury,crp,10
hepatic injury,coagulation tests,2
hepatic injury,complement,15
hepatic injury,computed tomography,18
hepatic injury,computed tomographic scanning,0
hepatic injury,creatine kinase muscle and brain,0
hepatic injury,ctni,0
hepatic injury,ct scan,8
hepatic injury,cystatin c,2
hepatic injury,cystatin-c,2
hepatic injury,cxcl10,1
hepatic injury,cxcr3,2
hepatic injury,cadherin-5,0
hepatic injury,calcium,24
hepatic injury,caspase cleaved cytokeratin 18,0
hepatic injury,(cck18),0
hepatic injury,cdh5,0
hepatic injury,ceruloplasmin,2
hepatic injury,clinical parameters,4
hepatic injury,collagen iv,0
hepatic injury,cytokeratin 18,3
hepatic injury,d-dimer,1
hepatic injury,diagnosis,125
hepatic injury,diagnostic,58
hepatic injury,diagnostic modelling,0
hepatic injury,estimated glomerular filtration rate,1
hepatic injury,estrogen sulfotransferase,0
hepatic injury,egfr,3
hepatic injury,(est-1),0
hepatic injury,fabps,0
hepatic injury,fabp,3
hepatic injury,fatty acid binding protein,5
hepatic injury,fatty acid binding protein 1,0
hepatic injury,fdp,1
hepatic injury,fibrin degradation products,0
hepatic injury,fibrin/fibrinogen degradation products,0
hepatic injury,fibrinogen,8
hepatic injury,fibtem,0
hepatic injury,full blood cell count,0
hepatic injury,f- protein,0
hepatic injury,fabp1,2
